miRNA,Gene,Disease,Score-m-g,Score-g-d
hsa-miR-10399-3p,FAN1,INTERSTITIAL NEPHRITIS KARYOMEGALIC,87.2244,93.0
hsa-miR-1277-5p,FAN1,INTERSTITIAL NEPHRITIS KARYOMEGALIC,86.5814,93.0
hsa-miR-1305,FAN1,INTERSTITIAL NEPHRITIS KARYOMEGALIC,91.7940333903235,93.0
hsa-miR-196a-1-3p,FAN1,INTERSTITIAL NEPHRITIS KARYOMEGALIC,88.1381836479,93.0
hsa-miR-224-5p,FAN1,INTERSTITIAL NEPHRITIS KARYOMEGALIC,94.21582,93.0
hsa-miR-3163,FAN1,INTERSTITIAL NEPHRITIS KARYOMEGALIC,94.2874219578228,93.0
hsa-miR-346,FAN1,INTERSTITIAL NEPHRITIS KARYOMEGALIC,86.7164,93.0
hsa-miR-380-3p,FAN1,INTERSTITIAL NEPHRITIS KARYOMEGALIC,86.3549,93.0
hsa-miR-4666a-3p,FAN1,INTERSTITIAL NEPHRITIS KARYOMEGALIC,90.5610997044592,93.0
hsa-miR-5585-5p,FAN1,INTERSTITIAL NEPHRITIS KARYOMEGALIC,87.3745,93.0
hsa-miR-6793-3p,FAN1,INTERSTITIAL NEPHRITIS KARYOMEGALIC,80.3252,93.0
hsa-miR-7-1-3p,FAN1,INTERSTITIAL NEPHRITIS KARYOMEGALIC,83.823,93.0
hsa-miR-7-2-3p,FAN1,INTERSTITIAL NEPHRITIS KARYOMEGALIC,83.823,93.0
hsa-miR-10399-3p,FAN1,INTERSTITIAL NEPHRITIS KARYOMEGALIC,87.2244,93.0
hsa-miR-1277-5p,FAN1,INTERSTITIAL NEPHRITIS KARYOMEGALIC,86.5814,93.0
hsa-miR-1305,FAN1,INTERSTITIAL NEPHRITIS KARYOMEGALIC,91.7940333903235,93.0
hsa-miR-196a-1-3p,FAN1,INTERSTITIAL NEPHRITIS KARYOMEGALIC,88.1381836479,93.0
hsa-miR-224-5p,FAN1,INTERSTITIAL NEPHRITIS KARYOMEGALIC,94.21582,93.0
hsa-miR-3163,FAN1,INTERSTITIAL NEPHRITIS KARYOMEGALIC,94.2874219578228,93.0
hsa-miR-346,FAN1,INTERSTITIAL NEPHRITIS KARYOMEGALIC,86.7164,93.0
hsa-miR-380-3p,FAN1,INTERSTITIAL NEPHRITIS KARYOMEGALIC,86.3549,93.0
hsa-miR-4666a-3p,FAN1,INTERSTITIAL NEPHRITIS KARYOMEGALIC,90.5610997044592,93.0
hsa-miR-5585-5p,FAN1,INTERSTITIAL NEPHRITIS KARYOMEGALIC,87.3745,93.0
hsa-miR-6793-3p,FAN1,INTERSTITIAL NEPHRITIS KARYOMEGALIC,80.3252,93.0
hsa-miR-7-1-3p,FAN1,INTERSTITIAL NEPHRITIS KARYOMEGALIC,83.823,93.0
hsa-miR-7-2-3p,FAN1,INTERSTITIAL NEPHRITIS KARYOMEGALIC,83.823,93.0
hsa-miR-10399-3p,FAN1,INTERSTITIAL NEPHRITIS KARYOMEGALIC,87.2244,93.0
hsa-miR-1277-5p,FAN1,INTERSTITIAL NEPHRITIS KARYOMEGALIC,86.5814,93.0
hsa-miR-1305,FAN1,INTERSTITIAL NEPHRITIS KARYOMEGALIC,91.7940333903235,93.0
hsa-miR-196a-1-3p,FAN1,INTERSTITIAL NEPHRITIS KARYOMEGALIC,88.1381836479,93.0
hsa-miR-224-5p,FAN1,INTERSTITIAL NEPHRITIS KARYOMEGALIC,94.21582,93.0
hsa-miR-3163,FAN1,INTERSTITIAL NEPHRITIS KARYOMEGALIC,94.2874219578228,93.0
hsa-miR-346,FAN1,INTERSTITIAL NEPHRITIS KARYOMEGALIC,86.7164,93.0
hsa-miR-380-3p,FAN1,INTERSTITIAL NEPHRITIS KARYOMEGALIC,86.3549,93.0
hsa-miR-4666a-3p,FAN1,INTERSTITIAL NEPHRITIS KARYOMEGALIC,90.5610997044592,93.0
hsa-miR-5585-5p,FAN1,INTERSTITIAL NEPHRITIS KARYOMEGALIC,87.3745,93.0
hsa-miR-6793-3p,FAN1,INTERSTITIAL NEPHRITIS KARYOMEGALIC,80.3252,93.0
hsa-miR-7-1-3p,FAN1,INTERSTITIAL NEPHRITIS KARYOMEGALIC,83.823,93.0
hsa-miR-7-2-3p,FAN1,INTERSTITIAL NEPHRITIS KARYOMEGALIC,83.823,93.0
hsa-miR-10527-5p,FAN1,INTERSTITIAL NEPHRITIS KARYOMEGALIC,93.391739751,93.0
hsa-miR-1303,FAN1,INTERSTITIAL NEPHRITIS KARYOMEGALIC,84.4293,93.0
hsa-miR-16-1-3p,FAN1,INTERSTITIAL NEPHRITIS KARYOMEGALIC,82.127,93.0
hsa-miR-204-5p,FAN1,INTERSTITIAL NEPHRITIS KARYOMEGALIC,87.5116,93.0
hsa-miR-211-5p,FAN1,INTERSTITIAL NEPHRITIS KARYOMEGALIC,87.5116,93.0
hsa-miR-3182,FAN1,INTERSTITIAL NEPHRITIS KARYOMEGALIC,90.76409,93.0
hsa-miR-3925-3p,FAN1,INTERSTITIAL NEPHRITIS KARYOMEGALIC,80.6181,93.0
hsa-miR-450b-5p,FAN1,INTERSTITIAL NEPHRITIS KARYOMEGALIC,92.6048055529,93.0
hsa-miR-4789-3p,FAN1,INTERSTITIAL NEPHRITIS KARYOMEGALIC,84.738589115,93.0
hsa-miR-6736-3p,FAN1,INTERSTITIAL NEPHRITIS KARYOMEGALIC,80.6806,93.0
hsa-miR-6826-3p,FAN1,INTERSTITIAL NEPHRITIS KARYOMEGALIC,84.6424,93.0
hsa-miR-6832-3p,FAN1,INTERSTITIAL NEPHRITIS KARYOMEGALIC,80.3927088586,93.0
hsa-miR-10399-5p,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,81.9339247816,91.0
hsa-miR-105-5p,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,80.7035,91.0
hsa-miR-11181-3p,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,85.721,91.0
hsa-miR-1200,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,93.69448,91.0
hsa-miR-1208,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,81.7004,91.0
hsa-miR-12136,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,89.332683824,91.0
hsa-miR-125b-2-3p,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,85.2881,91.0
hsa-miR-133a-3p,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,93.88189,91.0
hsa-miR-133b,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,93.88189,91.0
hsa-miR-153-5p,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,90.6789,91.0
hsa-miR-155-5p,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,98.5039308441,91.0
hsa-miR-181a-5p,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,98.77235683234,91.0
hsa-miR-181b-2-3p,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,88.9618,91.0
hsa-miR-181b-3p,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,88.9618,91.0
hsa-miR-181b-5p,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,98.77235683234,91.0
hsa-miR-181c-5p,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,98.77235683234,91.0
hsa-miR-181d-5p,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,98.77235683234,91.0
hsa-miR-1910-3p,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,94.06123,91.0
hsa-miR-197-3p,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,98.0945822416381,91.0
hsa-miR-210-5p,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,83.7125,91.0
hsa-miR-219a-2-3p,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,83.1503874658746,91.0
hsa-miR-219b-3p,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,83.1503874658746,91.0
hsa-miR-302c-5p,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,93.627565467195,91.0
hsa-miR-3133,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,97.7732885339818,91.0
hsa-miR-3143,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,93.2498996252,91.0
hsa-miR-335-3p,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,93.9500979502,91.0
hsa-miR-3613-3p,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,91.1004,91.0
hsa-miR-3658,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,96.799140701449,91.0
hsa-miR-3662,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,94.9371561739,91.0
hsa-miR-3678-3p,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,85.245262094,91.0
hsa-miR-374a-5p,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,87.8164711075,91.0
hsa-miR-374b-5p,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,85.1121502435,91.0
hsa-miR-3924,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,88.858367289,91.0
hsa-miR-3942-5p,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,85.555016668,91.0
hsa-miR-3977,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,82.9035909391,91.0
hsa-miR-4251,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,82.262023419,91.0
hsa-miR-4261,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,80.7599276256,91.0
hsa-miR-4262,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,98.86306984447,91.0
hsa-miR-4264,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,91.5836371132,91.0
hsa-miR-4271,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,87.2072,91.0
hsa-miR-4297,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,94.33968,91.0
hsa-miR-4324,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,94.02403,91.0
hsa-miR-4328,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,88.8603282456,91.0
hsa-miR-4420,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,88.9618,91.0
hsa-miR-4436a,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,86.6244945138,91.0
hsa-miR-4475,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,84.2402,91.0
hsa-miR-450b-5p,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,83.699,91.0
hsa-miR-4642,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,85.5873,91.0
hsa-miR-4694-3p,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,97.9776777971,91.0
hsa-miR-4699-3p,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,87.795,91.0
hsa-miR-4699-5p,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,90.93759,91.0
hsa-miR-4700-3p,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,92.5588644274,91.0
hsa-miR-4703-5p,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,85.6716466082,91.0
hsa-miR-4725-3p,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,87.2072,91.0
hsa-miR-4749-3p,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,83.7125,91.0
hsa-miR-4774-3p,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,81.1615362504,91.0
hsa-miR-4791,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,82.5074,91.0
hsa-miR-4803,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,95.59855,91.0
hsa-miR-5000-3p,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,86.6244945138,91.0
hsa-miR-5002-3p,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,88.7389,91.0
hsa-miR-5011-5p,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,81.7316555706956,91.0
hsa-miR-513b-5p,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,89.2635,91.0
hsa-miR-520d-5p,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,88.8032045264476,91.0
hsa-miR-520e-5p,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,83.2113,91.0
hsa-miR-524-5p,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,88.8032045264476,91.0
hsa-miR-544b,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,88.7233,91.0
hsa-miR-548an,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,95.08008,91.0
hsa-miR-556-3p,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,91.7685195482,91.0
hsa-miR-5581-5p,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,92.04594,91.0
hsa-miR-564,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,85.47,91.0
hsa-miR-5696,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,82.0414,91.0
hsa-miR-579-3p,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,81.2701,91.0
hsa-miR-587,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,96.4580529855035,91.0
hsa-miR-6504-3p,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,81.9339247816,91.0
hsa-miR-6511a-5p,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,94.06123,91.0
hsa-miR-6513-3p,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,91.9314523772,91.0
hsa-miR-664b-3p,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,81.2701,91.0
hsa-miR-6780b-5p,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,87.2072,91.0
hsa-miR-765,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,85.08,91.0
hsa-miR-7853-5p,ZIC3,HETEROTAXY VISCERAL 1 X-LINKED,80.7035,91.0
hsa-miR-10399-5p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,85.4292194844,92.0
hsa-miR-124-3p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,91.13785,92.0
hsa-miR-1252-5p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,88.305,92.0
hsa-miR-129-5p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,96.5993259802482,92.0
hsa-miR-148a-5p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,91.74724,92.0
hsa-miR-182-5p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,80.0323,92.0
hsa-miR-1910-3p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,85.0659,92.0
hsa-miR-200b-3p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,92.9308622356,92.0
hsa-miR-200c-3p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,92.9308622356,92.0
hsa-miR-208a-3p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,95.0600965645,92.0
hsa-miR-208b-3p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,95.0600965645,92.0
hsa-miR-23a-3p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,90.11838,92.0
hsa-miR-23b-3p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,90.11838,92.0
hsa-miR-23c,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,90.11838,92.0
hsa-miR-30a-5p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,87.3760922308,92.0
hsa-miR-30b-5p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,87.3760922308,92.0
hsa-miR-30c-5p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,87.3760922308,92.0
hsa-miR-30d-5p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,87.3760922308,92.0
hsa-miR-30e-5p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,87.3760922308,92.0
hsa-miR-3663-5p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,81.4039,92.0
hsa-miR-3671,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,91.4341671079877,92.0
hsa-miR-3680-3p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,81.9409689016924,92.0
hsa-miR-3714,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,95.52504,92.0
hsa-miR-371b-3p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,94.48154,92.0
hsa-miR-3907,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,81.7169179269119,92.0
hsa-miR-3910,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,89.4152,92.0
hsa-miR-4251,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,80.787261595,92.0
hsa-miR-4272,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,86.7714,92.0
hsa-miR-429,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,92.9308622356,92.0
hsa-miR-4318,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,83.0815161916,92.0
hsa-miR-4432,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,89.5603,92.0
hsa-miR-4477b,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,85.8461,92.0
hsa-miR-450b-5p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,86.7321583575439,92.0
hsa-miR-4693-5p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,83.4384132093,92.0
hsa-miR-4700-3p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,85.5849,92.0
hsa-miR-4716-3p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,83.4847,92.0
hsa-miR-4719,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,93.7039570003658,92.0
hsa-miR-4744,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,92.82301,92.0
hsa-miR-4753-5p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,95.0409563938847,92.0
hsa-miR-4796-5p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,88.24716232,92.0
hsa-miR-493-5p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,91.8818187339509,92.0
hsa-miR-499a-5p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,98.01698201488,92.0
hsa-miR-500a-5p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,81.37,92.0
hsa-miR-506-3p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,91.13785,92.0
hsa-miR-520e-5p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,85.9442,92.0
hsa-miR-545-3p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,97.5953047924886,92.0
hsa-miR-548an,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,87.6055,92.0
hsa-miR-607,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,85.0749250709389,92.0
hsa-miR-625-5p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,84.1799,92.0
hsa-miR-6504-3p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,85.316272963,92.0
hsa-miR-6505-5p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,91.75882,92.0
hsa-miR-6511a-5p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,85.0659,92.0
hsa-miR-6768-3p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,98.8580686841461,92.0
hsa-miR-6794-5p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,83.4847,92.0
hsa-miR-6809-3p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,95.4570628041032,92.0
hsa-miR-7-1-3p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,82.6502148608,92.0
hsa-miR-7-2-3p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,82.6502148608,92.0
hsa-miR-7114-5p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,83.3074,92.0
hsa-miR-7159-3p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,81.0756,92.0
hsa-miR-8087,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,96.32889649078,92.0
hsa-miR-892a,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,83.3933592808,92.0
hsa-miR-922,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,90.924413623,92.0
hsa-miR-96-5p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,80.0323,92.0
hsa-miR-9983-3p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,97.6177452541499,92.0
hsa-miR-1252-5p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,88.305,92.0
hsa-miR-129-5p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,88.3851843966855,92.0
hsa-miR-148a-5p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,91.74724,92.0
hsa-miR-23a-3p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,88.1673,92.0
hsa-miR-23b-3p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,88.1673,92.0
hsa-miR-23c,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,88.1673,92.0
hsa-miR-3663-5p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,81.4039,92.0
hsa-miR-3671,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,91.4341671079877,92.0
hsa-miR-3714,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,94.43766,92.0
hsa-miR-371b-3p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,89.5088,92.0
hsa-miR-3907,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,81.7169179269119,92.0
hsa-miR-4251,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,80.787261595,92.0
hsa-miR-4272,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,86.7714,92.0
hsa-miR-4700-3p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,85.5849,92.0
hsa-miR-4716-3p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,83.4847,92.0
hsa-miR-4744,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,92.82301,92.0
hsa-miR-4796-5p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,88.24716232,92.0
hsa-miR-499a-5p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,95.46295725179,92.0
hsa-miR-500a-5p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,81.37,92.0
hsa-miR-520e-5p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,85.9442,92.0
hsa-miR-545-3p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,97.5953047924886,92.0
hsa-miR-607,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,85.0749250709389,92.0
hsa-miR-625-5p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,84.1799,92.0
hsa-miR-6505-5p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,88.2929,92.0
hsa-miR-6768-3p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,93.750772633863,92.0
hsa-miR-6794-5p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,83.4847,92.0
hsa-miR-6809-3p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,95.4570628041032,92.0
hsa-miR-7114-5p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,83.3074,92.0
hsa-miR-7159-3p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,81.0756,92.0
hsa-miR-8087,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,91.603515769,92.0
hsa-miR-922,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,82.9829257225,92.0
hsa-miR-9983-3p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,90.8582033911382,92.0
hsa-miR-1252-5p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,88.3508,92.0
hsa-miR-129-5p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,88.5024466047303,92.0
hsa-miR-1468-3p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,82.6641,92.0
hsa-miR-148a-5p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,91.77399,92.0
hsa-miR-23a-3p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,88.2107,92.0
hsa-miR-23b-3p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,88.2107,92.0
hsa-miR-23c,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,88.2107,92.0
hsa-miR-3663-5p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,81.5823,92.0
hsa-miR-3671,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,91.494788633568,92.0
hsa-miR-3714,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,94.70546,92.0
hsa-miR-371b-3p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,89.5929,92.0
hsa-miR-3907,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,81.8666021570284,92.0
hsa-miR-4251,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,80.9023101344,92.0
hsa-miR-4272,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,86.8194,92.0
hsa-miR-4700-3p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,85.7724,92.0
hsa-miR-4716-3p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,86.0677,92.0
hsa-miR-4744,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,92.9007,92.0
hsa-miR-4753-5p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,80.1739969731722,92.0
hsa-miR-4796-5p,REEP1,SPASTIC PARAPLEGIA 31 AUTOSOMAL DOMINANT,88.5093484618,92.0
